Id,Label
273,Bridport Railway Company
274,Brighouse and Rastrick Liberal Club Building Company
275,Brighton and Hove General Gas Company
276,Brighton and South Coast Railway Company
277,Brighton Aquarium Company
278,Brighton Hotel Company Limited
279,Brighouse Town Hall Company Limited
280,Bringhton and Co. Opretive Supply Association Limited
281,Bristol and Ilfracombe Hotel Company Limited
282,Bristol and North Somerset Railway Company
283,Bristol and Portishead Pier and Railway Company
284,Bristol and South Wales Railway Wagon Company Limited
285,Bristol and West of England Bank Limited
286,Bristol and West of England Land Company Limited
287,Bristol Cemetery Company
288,Bristol City Hotel Company Limited
289,Bristol College Green Hotel Company Limited
290,Bristol Collieries Company Limited
291,Bristol Crown Voute Works Company Limited
292,Bristol Port and Channel Dock Company
293,Bristol Lead Company Limited
294,Bristol Port Railway and Pier Railway Company
295,Bristol Steam Navigation Company Limited
296,Bristol Sugar Refinery Company 
297,Bristol Tramways Company Limited
298,Bristol United Gas Light Company
299,Bristol Wagon Works Company Limited
300,Bristol Water Works Company
301,Briston Gas Light and Coke Company
302,Britannia Home and Colonial Fire Association Limited
303,Britannia Mills Flour and Bread Company Limited
304,British American Land Company 
305,British and African Steam Navigation Company
306,British and American Mortgage Company Limited
307,British and Australasian Trust and Loan Company Limited
308,British and Burmese Steam Navigation Company Limited
309,British and Eastern Shipping Company Limited
310,British and Foreign Marine Insurance Company Limited
311,British and Irish Steam Packet Company Limited
312,British and Irish Sugar Candle Company limited
313,British Empire Mutual Life Assurance Company
314,British Equitable Assurance Company
315,British Gas Light Company Limited
316,British Indian Tea Company Limited
317,British Land Company Limited
318,British Linen Company Bank
319,British Port and Channel Dock Warehouse Company Limited
320,British Patent Morocco Leather Company Limited
321,British Plate Glass Company Limited
322,British Shipowners Company Limited
323,British Wagon Company Limited
324,British Workman Public House Company Limited
325,Briton Life Association Limited
326,Briton Medical and General Life Association
327,Bromley Gas Consumers Company
328,Bromsbury Hill Coal and Iron Company Limited
329,Worcester Bromyard and Leominster Railway Company
330,Brooks & Cottan
331,Broseley Gas and Coke Company Limited
333,Brown Davis and Company Limited
334,Brown Ewing & Co.
335,"Brown, Bayley and Dixon Limited"
336,"Brown, Marshalls and Co. Limited"
337,Broxburn Oil Company Limited
338,"Buckfastleigh, Totnes and South Devon Railway Company"
339,Bucknall Railway Company
340,Bucks and Osan Union Bank Limited
341,Budda Coal and Iron Compnay Limited
342,Buena Ventura Company Limited
343,Buenos Ayres Gas Company Limited
344,Buenos Ayres and Campana Railway Company
345,Buenos Ayres and Ensenada Port Railway Company Limited
346,Buenos Ayres Great Southern Railway Company Limited
347,Buffalo and Lake Huron Railway Company
348,Bugail Slate Company Limited
349,Burham Brick Lime and Cement Company Limited
350,Burton Uttoxeter and Ashbourne Union Bank
351,Busby Banking Company
352,Busby Railway Company
353,Buxton Place Company
354,Bwlch United Mine
355,C. Davidson and Sons Limited
356,C. Onions Limited
357,C.J. Hambro & Merchants
358,Cable Submarine Telegraph Company Limited 
359,Cadogan and Hans Place Estate Limited
360,Cadogan and Hans Place Railway Company
361,Cadogan Mansions Limited
362,Cagliari Gas and Water Company Limited
363,Calais Tramways Company Limited
364,Calder Chemical Company Limited
365,Caledonian Railway Company
366,Caledonian Banking Company
367,Caledonian Heritable Security Company Limited
368,Caledonian Insurance Company
369,Caledonian Invetsment Assocition Limted
370,Callander and Oban Railway Company
371,Calne Railway Company
372,Calverley and Horsforth Gas Company
373,Cambrain Grantie Company Limited
374,Cambrain Railway Company
375,Cambridge Railway Company
376,"Campbell, Young and Company"
377,Canada Company
378,Canadian Copper and Sulphur Company Limited
379,Cancock and Leacroft Colliery Company Limited
380,Cannock and Huntington Colliery Company Limited
381,Cannock Chase and Wolverhampton Railways Company
382,Cannock Chase Collivery Company Limited
383,Cannock and Rugeley Colliery Company Limited
384,Cantlie Steamship Company Limited
385,Cape Copper Mining Company Limited
386,Capital and Counties Bank
387,Capital Life Association
388,Carden & Co.
389,Cardiff and Swansea Smokeless Steam Coal Company Limited
390,Carlisle and Cumberland Bank
391,Carlisle and Silloth Bay Railway and Dock Company
392,Carlisle City and District Bank
393,Carmarthen and Cardigan Railway Company
394,Carrickfergus and Larne Railway Company
395,Carrigel Railway Company
396,Carrow Grove Paper Company Limited
397,Carthagena and Herrerias Steam Tramways Company Limited
398,Caterham Spring Water Company
399,Cazon Exhibition Hall Company Limited
400,Central American Assocaition Limited
401,Central Argentine Land Company Limited
402,Central Argentine Railway Company Limited
403,Central Bank of London Limited
404,Central Pacific Coal and Coke Company Limited
405,Central Uruguay Railway Company Limited
406,Central Wales and Carmarthen Junction Railway Company
407,Cesena Sulphur Company Limited
408,Ceylon Company Limited
409,Ceylon Investment Association Limited
410,Charing Cross Hotel Company Limited
411,Charles Cammell and Company Limited
412,Charles Noon and Company Limited
413,Chartered Bank of India Australia and China
414,Chartered Mercantile Bank of India London and China
415,Chaytor and Webster
416,Chelsea Waterworks Company
417,Cheque Bank Limited
418,Chester Tramways Company
419,Chicago and Grand Trunk Railway Company Limited
420,Chicago and North Western Railway Company
421,Chillington Iron Company Limited
422,Chontales Consolidated Mining Company Limited
423,Church of England Life and Fire Assurance
424,City Bank
425,West India and Panama Telegraph Company Limited
426,City of Aberdeen Land Association Limited
427,City of Brunswick Tramway Company Limited
428,City of Buenos Ayers Tramways Company Limited
429,City of Cork Steam Packet Company
430,City of Dublin Brewery Company Limited
431,City of Dublin Steam Packet Company
432,City of Exeter Industrial Dwellings Company
433,City of Glasgow Life Assurance Company
434,City of Glasgow Union Railway Company
435,City of London Brewery Company Limited
436,City of London Real Property Company Limited
437,City of Norwich Waterworks Company
438,City of Postdam Waterworks Company Limited
439,City of St. Petersburg New Waterworks Company Limited
440,City Office Company Limited
441,Clacton-On-Sea Railway Company
442,Clane Railway Company
443,Clay Company Glenview
444,Cleator and Workington Junction Railway Company
445,Cleaveland Water Company
446,Clergy Mutual Assurance Society
447,Clerical Medical and General Life Assurance Society
448,Cleveland Gas Company Limited
449,Cleveland Water Company
450,Clifton Hotel Company Limited
451,Clifton Suspension Bridge Company
452,Clifton Water Supply Company Limited
453,Clippens Oil Company Limited
454,Clydesdale Banking Company
455,Vale of Clyde Tramways Company
456,Clydesdale Coal Company
457,Coal Co Opretive Society Limited
458,Coatham Hotel Company Limited
459,Coatham Victoria Pier Company Limited
460,"Cockermouth, Keswick and Penrith Railway Company"
461,Coeford Hematile Iron Ore Company Limited
462,Coiapo Mining Company Limited
463,Cockermouth Union Banking Company Limited
464,"Colchester, Stour Valley, Sudbury, and Halstead Railway Company"
465,Cold Taton Colliery Company
466,Colne Valley and Halstead Railway Company
467,Colne Valley Water Company
468,Colombo Commercial Company Limited
469,Colombo Gas and Water Company Limited
470,Colonial Bank
471,Colonial Company Limited
472,Colonial Investment and Agency Company of New Zealand Limited
473,Colorado Mortgage and Investment Company of London Limited
474,Colorado United Mining Cement Company Limited
475,Colvin & Co.
476,Colwyn Bay and Pwylychrocin Estate Company Limited
477,Coly & Co.
478,Commercial Bank of Alexander Limited
479,Commercial Bank of Scotland
480,Commercial Banking Company of Sydney
481,Commercial Gas Company
482,Commercial Steamship Company Limited
483,Commercial Union Assurance Company
484,Commercial Union Bank Limited
485,Compagine Generale Des Asphalt Paving Company Limited
486,Conservative Land Society
487,Conde d'Eu Railway Company Limited
488,Conishead Priory Hydropathic Company Limited
489,Connorton & Son
490,Consert Iron Company Limited
491,Consert Spanish Ore Company Limited
492,Consolidated Bank Limited
493,Continental Union Gas Company
494,Copiapo Gas Company Limited
495,Copiapo Mining Company Limited
496,Copiapo Railway Company
497,Coquimbo Railway Company
498,Corinthian Shipping Company Limited
499,Cork and Bandon Railway Company
500,Cork and Macroom Direct Railway Company
501,Cork Blackrock and Passage Railway Company
502,Cork Harbour Docks and Warehouses Company Limited
503,Cork Steam Packet Company
504,Cornawall Railway Company
505,Cornish Bank Limited
506,Cornwall Minerals Railway Company
507,Corris Railway Company
508,Corwen and Bala Railway Comapany
509,Cory & Co
510,"Costs and Cripps, Parliamentary Agents"
511,Cotesworth & Powell
512,Coto Menon (Spain) Sulphur Company Limited
513,Cotton and Waste 
514,County Fire Office
515,Provident Life Office
516,Country Hailstorm Insurance Company
517,County Down Flax Spinning and Weaving Company Limited
518,County of Gloucester Bank
519,County of Stafford Bank
520,Coutts & Co.
521,Coventry Match Company Limited
522,Coventry Union Banking Company
523,Cowbridge Railway Company
524,Cowes and Newport Railway Company
525,Craig Ddu Slate Company Limited
526,Craigerehart Hydropathic Company Limited
527,Cranbrook and Paddock Wood Railway Company
528,Credit Foncier of Mauritius Limited
529,Workington Hematite Iron and Steel Company Limited
530,"Crewdson, Cross and Co. Limited "
531,Crompton and Evans Union Bank Limited
532,Crompton Handyside & Co. Limited
533,Crosses and Wenkworth Limited 
534,Crossley and Sons Limited
535,Crown Life Assurance Company
536,Croydon Tramways Company Limited
537,London Chatham and Dover Railway Company
538,London Brighton and South Coast Railway Company
539,Crystal Palace Company
540,Crystal Palace District Gas Company
541,Cuba Submarine Telegraph Company Limited
542,Culdip & Son 
543,Culm Valley Light Railway Company
544,Cumberland Iron and Mining Company Limited
545,Cumberland Union Banking Company Limited
546,Currier and Leather Merchants
547,Curson Exhibition Hall Company Limited
548,Curtis & Co.
549,Curzen Exhibition Hall Company Limited
550,Cuthrie & Co.
551,Dale Young & Co.
552,Danubian Navigation Compny lImited
553,Dare Valley Railway Company
554,Darjeeling Company Limited
555,Darlington District Banking Company
556,Darlington Iron Company Limited
557,Davy Brothers Limited Company
558,Deane & Co.
559,Dejoo Tea Company
560,Delhi and London Bank Limited
561,Demerara Railway Company
562,Denbighshire Consolos Lead Mining Company
563,Dent Brother & Co.
564,Derby and Derbyshire Bank
565,Derby Commercial Bank Limited
566,Derby Law Union Fire and Life Insurance Company
567,Derby Recreation Company Limited
568,Derby Tramways Company Limited
569,Devas Routledge and Co. Limited
570,Devon and Cornwall Banking Company
571,Devon and Cornwall Railway Company
572,Devon and Exeter Hotel Company Limited
573,Devon and Somerest Railway Company
574,Devon Great Consols Company Limited
575,Devonport and Tiverton Brewery Company Limited
576,Dickson Brothers & Co.
577,"Didcot, Newbury and Southampton Junction Railway Company"
578,Digby & Liddle
579,Dingwall and Skye Railway Company
580,Direct Spanish Telegraph Company Limited
581,Direct United States Cable Company
582,Discount Corporation of Ireland Limited
583,District Banking Company
584,District of Chemnitz Tramway Company Limited
585,Ditton Brook Iron Company Limited
586,Don Pedro North Del Rey Gold Mining Company Limited
587,Doom Dooma Tea Company Limited
588,Douglass Iron Promenade Pier Company Limited
589,Douglass Water Works Company
590,"Downpatrick, Dundrum and Newcastle Railway Company"
591,Drogheda Steam Packet Company Limited
592,Dry Dock Company
593,Du Buisson & Co.
594,Du Croz & Co.
595,Dublin and Kingstown Railway Company
596,Dublin and Liverpool Steamship Building Company
597,Dublin and Meath Railway Company
598,Dublin Artisans Dwellings Company Limited
599,Dublin Board Standard Life Assurance Society
600,Dublin Central Tramways Company
601,Dublin Wicklow and Wexford Railway Company
602,Duckworth & Co.
603,Dudley and District Banking Company
604,Dufour Brothers & Co.
605,Dumbell's Banking Company Limited
606,Dumes and Wylie
607,Dunaberg and Witepsk Railway Company Limited
608,Dunblane Hydropathic Company Limited
609,Duncan & Duguid Advocates Aberdeen 
610,Dundalk and Newry Steam Packet Company Limited
611,Dundalk Newry and Greenore Railway Company
612,Dundee and Newcaste Steam Shipping Company Limited
613,Dundee and Newcastle Railway Company
614,Dundee and Perth and Aberdeen Junction Railway Company
615,Dundee Corn Exchange and Company Limited
616,Dundee Land Investment Company Limited
617,Dundee Mortgage and Trust Investment Company Limited
618,Dundee Perth and London Shipping Company
619,Dundee Polar Fishing Company
620,Dungarvan and Lismore Railway Company
621,Dunn & Co.
622,Durrant & Co.
623,Dutch Rhenish Railway Company
624,Dwellings Industries Classes
625,E. Musgrave & Co.
626,E. Springmann & Co.
627,E. W. Oaks & Co.
628,Eagle Insurance Company
629,Earle's Shipbuilding and Engineering Company Limited
630,East and West India Dock Company
631,East and West Insurance Company
632,East and West Junction Railway Company
633,East Argentine Railway Company Limited
634,East Cawes Gas Company
635,East Condon Waterworks Company 
636,East Cornwall Mineral Railway Company
637,East Craven Moor Lead Company Limited
638,East Gloucestershire Railway Company
639,East Lincolnshire Railway Company
640,East London Railway Company
641,East London Waterworks Company
642,East Norfolk Railway Company
643,Eastern and South African Telegraph Company Limited
644,Eastern Assam Company Limited
645,Eastern Bebgal Railway Company
646,Eastern Bengal Railway Company Limited
647,Eastern Extension & Co. Telegraph Company Limited
648,Eastern Extension Australasia and China Telegraph Company Limited
649,Eastern Telegraph Warehouse Company Limited
650,Eastes & Co.
651,Ebbw Vale Steel Iron and Coal Company Limited
652,Eberhardt and Aurora Mining Company Limited
653,Eberle’s Hotel and Restaurant Company Limited
654,Economic Life Assurance Society
655,Edinburgh American Land Mortgage Company Limited
656,Edinburgh and Direct Gas Company Limited
657,Edinburgh Gas Light Company
658,Edinburgh Heritable Security Company Limited 
659,Edinburgh Life Assurance Company
660,Edinburgh Railway Access and Property Company Limited
661,Edinburgh Southern Cemetery Company
662,Edinburgh Street Tramways Company
663,Edmund and Albert Deacon
664,Edward Chapman & Co.
665,Edward Coleman & Co.
666,Electric Lighting Company Limited
667,Ellen Boyd Brick and Tile Company Limited
668,Ely and Newmarket Railway Company
669,Ely and St Ives Railway Company
670,Ely Brother Limited
671,Emigrant and Colonist’s Aid Corporation Limited
672,Emile Erlanger & Co.
673,Emperor Life and Fire Assurance Societies
674,English and Australian Copper Company Limited
675,English and Foreign Credit Company Limited
676,English and Scottish Investment Company of Canada Limited
677,English and Scottish Law Life Assurance Association
678,English Bank of Rio de Janeiro Limited
679,English Hall Company Limited
680,English Scottish and Australian Chartered Bank
681,Equitable Fire and Life Insurance Company
682,Equitable Law and Life Assurance Society
683,Equitable Life Assurance Society
684,Westminster Fire Office
685,Equitable Reversionary Interest Society Limited
686,Equity and Law Life Assurance Society
687,Essex Suffolk Equitable Fire Insurance Society
688,Estate Barbara Gold Mining Company Limited
689,Estate Company Limited
690,Estremadura Phosphate Company
691,European Gas Company Limited
692,Warrington Wagon Company Limited
693,Exchange and Discount Bank Limited
694,Exchange Drapery Company Limited
695,Exchange Telegraph Company Limited
696,Exchequer Gold and Silver Mining Company Limited
697,Eynsham Gas Company
698,F. Chifferiel & Co
699,F. Green & Co.
700,F.A. New & Co.
701,Fair Oak Colliery Company Limited
702,Fairfoot Mr.Henry Spence Fairoot Regent's Canal Company
703,Falk Pleydell Bouverie P.C
704,Falkland Islands Company
705,Fall Creek Lakes Water Company Limited
706,Falmouth Docks Company
707,"Falmouth Gas, Coal and Coke Company Limited"
708,Falmouth Water Company
709,Farmers Gazette Company Limited
710,Farnley Iron Company Limited
711,Farquhar & Co.
712,"Farrer, Ouvry & Co."
713,Felixstowe Railway and Pier Company
714,Fermoy and Lismore Railway 
715,Festiniog Railway Company
716,Fife Coal Company Limited
717,Filby & Kemp
718,Finn Valley Railway Company
719,Fire Assurance Company
720,Fire Coal Company Limited
721,Fire Office and the Provident Life Office
722,Fire Re-Insurance Corporation
723,Firmin and Sons Limited
724,Firmin Hill & Co.
725,"Fladgate, Smith & Fladgate"
726,Floating Dock Company of St. Thomsan Limited
727,Floating Life Assurence Society
728,Flower & Sons
729,Flyde Waterworks Company
730,Fore Street Telegraph and Trust Company Limited
731,Fore Street Warehouse Company Limited
732,Foreign and Colonial Government Trust Company Limited
733,Forest of Dean Central Railway Company
734,Forth and Clyde Junction Railway Company
735,Forth and Clyde Navigation Guaranteed Company
736,Forth and North Western Railway Company
737,Forth Bridge Railway Company
738,Fortuna Company Limited
739,"Foster, Poster and Company Limited"
740,Fountain Bank
741,Fox Brother & Co.
742,Fraser & Co.
743,Frederick Hutch & Co.
747,Fredrick Braby and Co. Limited
748,Fredrick McKenna & Co.
749,Fredrick Parbury & Co.
750,Fredrick Youle & Co.
751,Freehold Cottage Dwellings Company Limited
752,Friends Provident Institution
753,Frith Sands & Co.
754,Frontino and Bolivia Gold Mining Company Limited
755,"Fry, James & Co."
756,"Fuller, Banbury, Nix and Mathieson"
757,Furness Railway Company
758,Fylde Waterworks Company
759,G. & A. Worms
760,G. & G. Powell
761,G. & J. Morton
762,G. & J. Primavesi
763,G.G.Sandeman & Sons
764,G.N. Strawbridge & Jones
765,Grand Junction Canal Company
766,Grand Junction Waterworks Company
767,Grand Trunk Railway Company of Canada
768,Gas and Coke Company Hastings
769,Gas Light and Coke Company
770,Langham Hotel Company Limited
771,Gas Purification and Chemical Company Limited 
772,Gateshead Gas Company
773,Gellibrand & Co.
774,Gelling's Iron Foundry Company Limited
775,Genaral Reversionary and Investmant Company 
776,General Credit and Discount Company Limited
777,General Hailstrom Insurance Society
778,General Land Drainage and Improvement Company
779,General Life and Fire Assurance Company
780,General Mining Association Limited
781,General Property Investment Association
782,General Reversionary and Investment Company
783,General Steam Navigation Company
784,Generel Ice Factory Company Limited
785,George Burnand & Co.
786,George Cosfiels  & Co.
787,George Crabee & Co.
788,George Harrish & Sons 
789,George Henderson & Co.
790,George Hose and Co.
791,Georgetown Gas Company Limited
792,German Bank of London Limited
793,German Union Telegraph and Trust Company Limited
794,Gerrard's Cross Bucks
795,Gibson & Clark Glasgow 
796,Gilmour & Co.
797,Gilmour Rankin Strang & Co.
798,Giona Sulphur Company Limited
799,Girls Public Day School Company Limited
800,Girvan and Portpatrick Junction Railway Company
801,Glaciarum and Leo Manufacture Company
802,Gladstone & Co.
803,Glamorganshire Banking Company
804,Glasgow and Ibrox Tramway Company Herritalbe roperties Limited
805,Glasgow and South Western Railway Company
806,Glasgow Board Standard Fire Office Limited
807,Glasgow Caradon Consolidated Copper Mining Company Limited
808,Glasgow Heritable Securities Company Limited
809,Glasgow Life Assurance Company
810,Glasgow Royal Exchange Company Union Bank of Scotland
811,Glasgow Storage Company Limited
812,Glasgow Tramway and Omnibus Company Limited
813,"Glastonbury, Somerset Chairman West Somerset Railway Company"
814,Globe Marine Insurance Company Limited
815,Globe Telegraph and Trust Company Limited
816,Gloucestershire Banking Company
817,Gloucestershire Gas Light Company
818,Gloucestershire Railway Company
819,Gloucestershire Wagon Company Limited
820,"Glyn, Mills, Currie & Co."
821,Gold Run Hydraulic Mining Company Limited
822,Goole Steam Shipping Company Limited
823,"Gordon, Woodroffe & Co"
824,Gorsedda and Mullyn lead Mining Company
825,Gorsedda Junction and Portmadoc Railways Company
826,Goschen & Co.
827,Gothenburg Tramway Company
828,Governments Stock Investment Company Limited
829,Gower & Co. Merchants
830,Goyenche & Co.
831,Grahames Crum & Spens
832,Grand Canal Company
833,Grand Hotel Company Scarborough Limited
834,Grand Junction Canal Company 
835,Grand Junction Waterworks Company
